Source,Target,Weight
ethereum-classic,zilliqa,0.0
monero,zilliqa,0.0
bitcoin-cash,zilliqa,0.0
stellar,zilliqa,0.0
qnt,zilliqa,0.0
cro,zilliqa,0.0
vet,zilliqa,0.0
dfn,zilliqa,0.0
eos,zilliqa,0.0
decentraland,zilliqa,0.0
fantom,zilliqa,0.0
tezos,zilliqa,0.0
theta-token,zilliqa,0.0
blockstack,zilliqa,0.0
maker,zilliqa,0.0
neo,zilliqa,0.0
kucoin-shares,zilliqa,0.0
huobi-token,zilliqa,0.0
havven,zilliqa,0.0
trueusd,zilliqa,0.0
bitcoin-cash-sv,zilliqa,0.0
dash,zilliqa,0.0
gatechain,zilliqa,0.0
gusd,zilliqa,0.0
moonx,zilliqa,0.0
cotrader,zilliqa,0.0
zcash,zilliqa,0.0
enjin-coin,zilliqa,0.0
loopring,zilliqa,0.0
xinfin-network,zilliqa,0.0
basic-attention-token,zilliqa,0.0
nem,zilliqa,0.0
nexo,zilliqa,0.0
holo,zilliqa,0.0
decred,zilliqa,0.0
thetafuel,zilliqa,0.0
qtum,zilliqa,0.0
ravencoin,zilliqa,0.0
bitcoin-gold,zilliqa,0.0
fetch-ai,zilliqa,0.0
ankr-network,zilliqa,0.0
blox,zilliqa,0.0
gnosis-gno,zilliqa,0.0
iostoken,zilliqa,0.0
golem-network-tokens,zilliqa,0.0
iotex,zilliqa,0.0
waves,zilliqa,0.0
eur-tether,zilliqa,0.0
omisego,zilliqa,0.0
0x,zilliqa,0.0
icon,zilliqa,0.0
siacoin,zilliqa,0.0
zelcash,zilliqa,0.0
ontology,zilliqa,0.0
swissborg,zilliqa,0.0
mxtoken,zilliqa,0.0
reserve-protocol,zilliqa,0.0
bora-ecosystem,zilliqa,0.0
telcoin,zilliqa,0.0
ocean-protocol,zilliqa,0.0
celsius,zilliqa,0.0
polymath-network,zilliqa,0.0
wax,zilliqa,0.0
digibyte,zilliqa,0.0
livepeer,zilliqa,0.0
lisk,zilliqa,0.0
rif,zilliqa,0.0
zencash,zilliqa,0.0
aelf,zilliqa,0.0
stasis-eurs,zilliqa,0.0
rlc,zilliqa,0.0
constellation,zilliqa,0.0
origintrail,zilliqa,0.0
coinextoken,zilliqa,0.0
republic-protocol,zilliqa,0.0
syscoin,zilliqa,0.0
numeraire,zilliqa,0.0
nano,zilliqa,0.0
ethos,zilliqa,0.0
function-x,zilliqa,0.0
medibloc,zilliqa,0.0
dent,zilliqa,0.0
status,zilliqa,0.0
celer-network,zilliqa,0.0
ergo,zilliqa,0.0
mass-vehicle-ledger,zilliqa,0.0
aragon,zilliqa,0.0
ontology-gas,zilliqa,0.0
orbs,zilliqa,0.0
humanscape,zilliqa,0.0
ardor,zilliqa,0.0
steem,zilliqa,0.0
civic,zilliqa,0.0
mir,zilliqa,0.0
everipedia,zilliqa,0.0
zeon,zilliqa,0.0
vethor-token,zilliqa,0.0
ceek-vr,zilliqa,0.0
power-ledger,zilliqa,0.0
stratis,zilliqa,0.0
abbc-foundation,zilliqa,0.0
request-network,zilliqa,0.0
xyo-network,zilliqa,0.0
rsk,zilliqa,0.0
metal,zilliqa,0.0
covalent,zilliqa,0.0
gxchain,zilliqa,0.0
bancor,zilliqa,0.0
funfair,zilliqa,0.0
quarkchain,zilliqa,0.0
morpheus-network,zilliqa,0.0
nkn,zilliqa,0.0
kyber-network,zilliqa,0.0
storm,zilliqa,0.0
veritaseum,zilliqa,0.0
maidsafecoin,zilliqa,0.0
augur,zilliqa,0.0
selfkey,zilliqa,0.0
hxro,zilliqa,0.0
ark,zilliqa,0.0
mxc,zilliqa,0.0
monaco,zilliqa,0.0
irisnet,zilliqa,0.0
whitecoin,zilliqa,0.0
aergo,zilliqa,0.0
bytom,zilliqa,0.0
storj,zilliqa,0.0
meta,zilliqa,0.0
moviebloc,zilliqa,0.0
wanchain,zilliqa,0.0
mainframe,zilliqa,0.0
dero,zilliqa,0.0
cortex,zilliqa,0.0
telos-blockchain-network,zilliqa,0.0
verge,zilliqa,0.0
utrust,zilliqa,0.0
uquid-coin,zilliqa,0.0
revain,zilliqa,0.0
thundercore,zilliqa,0.0
loom-network,zilliqa,0.0
lto-network,zilliqa,0.0
gas,zilliqa,0.0
electroneum,zilliqa,0.0
hyperion,zilliqa,0.0
measurable-data-token,zilliqa,0.0
ethlend,zilliqa,0.0
lition,zilliqa,0.0
mossland,zilliqa,0.0
gifto,zilliqa,0.0
stox,zilliqa,0.0
chronobank,zilliqa,0.0
sonm,zilliqa,0.0
bitmax-token,zilliqa,0.0
travala,zilliqa,0.0
komodo,zilliqa,0.0
steem-dollars,zilliqa,0.0
melon,zilliqa,0.0
bluzelle,zilliqa,0.0
groestlcoin,zilliqa,0.0
tomochain,zilliqa,0.0
bitcoin-diamond,zilliqa,0.0
monacoin,zilliqa,0.0
bitshares,zilliqa,0.0
tpt,zilliqa,0.0
refereum,zilliqa,0.0
v-id,zilliqa,0.0
aeternity,zilliqa,0.0
streamr-datacoin,zilliqa,0.0
pivx,zilliqa,0.0
neblio,zilliqa,0.0
bitcoin,loopring,0.0
ethereum,loopring,0.8625824935627181
tether,loopring,0.0
binance-coin,loopring,0.0
usd-coin,loopring,0.0
ripple,loopring,0.0
okb,loopring,0.0
cardano,loopring,0.0
dogecoin,loopring,0.0
matic-network,loopring,0.0
litecoin,loopring,0.0
tron,loopring,0.0
wrapped-bitcoin,loopring,0.0
dai,loopring,0.0
phx,loopring,0.0
cosmos,loopring,0.0
chainlink,loopring,0.0
unus-sed-leo,loopring,0.0
ethereum-classic,loopring,0.0
monero,loopring,0.0
bitcoin-cash,loopring,0.0
stellar,loopring,0.0
qnt,loopring,0.0
cro,loopring,0.0
vet,loopring,0.0
dfn,loopring,0.0
eos,loopring,0.0
decentraland,loopring,0.0
fantom,loopring,0.0
tezos,loopring,0.0
theta-token,loopring,0.0
blockstack,loopring,0.0
maker,loopring,0.0
neo,loopring,0.0
kucoin-shares,loopring,0.0
huobi-token,loopring,0.0
havven,loopring,0.0
trueusd,loopring,0.0
bitcoin-cash-sv,loopring,0.0
dash,loopring,0.0
gatechain,loopring,0.0
gusd,loopring,0.0
moonx,loopring,0.0
cotrader,loopring,0.0
zcash,loopring,0.0
enjin-coin,loopring,0.0
zilliqa,loopring,0.0
xinfin-network,loopring,0.0
basic-attention-token,loopring,0.0
nem,loopring,0.0
nexo,loopring,0.0
holo,loopring,0.0
decred,loopring,0.0
thetafuel,loopring,0.0
qtum,loopring,0.0
ravencoin,loopring,0.0
bitcoin-gold,loopring,0.0
fetch-ai,loopring,0.0
ankr-network,loopring,0.0
blox,loopring,0.0
gnosis-gno,loopring,0.0
iostoken,loopring,0.0
golem-network-tokens,loopring,0.0
iotex,loopring,0.0
waves,loopring,0.0
eur-tether,loopring,0.0
omisego,loopring,0.0
0x,loopring,0.0
icon,loopring,0.0
siacoin,loopring,0.0
zelcash,loopring,0.0
ontology,loopring,0.0
swissborg,loopring,0.0
mxtoken,loopring,0.0
reserve-protocol,loopring,0.0
bora-ecosystem,loopring,0.0
telcoin,loopring,0.0
ocean-protocol,loopring,0.0
celsius,loopring,0.0
polymath-network,loopring,0.0
wax,loopring,0.0
digibyte,loopring,0.0
livepeer,loopring,0.0
lisk,loopring,0.0
rif,loopring,0.0
zencash,loopring,0.0
aelf,loopring,0.0
stasis-eurs,loopring,0.0
rlc,loopring,0.0
constellation,loopring,0.0
origintrail,loopring,0.0
coinextoken,loopring,0.0
republic-protocol,loopring,0.0
syscoin,loopring,0.0
numeraire,loopring,0.0
nano,loopring,0.0
ethos,loopring,0.0
function-x,loopring,0.0
medibloc,loopring,0.0
dent,loopring,0.0
status,loopring,0.0
celer-network,loopring,0.0
ergo,loopring,0.0
mass-vehicle-ledger,loopring,0.0
aragon,loopring,0.0
ontology-gas,loopring,0.0
orbs,loopring,0.0
humanscape,loopring,0.0
ardor,loopring,0.0
steem,loopring,0.0
civic,loopring,0.0
mir,loopring,0.0
everipedia,loopring,0.0
zeon,loopring,0.0
vethor-token,loopring,0.0
ceek-vr,loopring,0.0
power-ledger,loopring,0.0
stratis,loopring,0.0
abbc-foundation,loopring,0.0
request-network,loopring,0.0
xyo-network,loopring,0.0
rsk,loopring,0.0
metal,loopring,0.0
covalent,loopring,0.0
gxchain,loopring,0.0
bancor,loopring,0.0
funfair,loopring,0.0
quarkchain,loopring,0.0
morpheus-network,loopring,0.0
nkn,loopring,0.0
kyber-network,loopring,0.0
storm,loopring,0.0
veritaseum,loopring,0.0
maidsafecoin,loopring,0.0
augur,loopring,0.0
selfkey,loopring,0.0
hxro,loopring,0.0
ark,loopring,0.0
mxc,loopring,0.0
monaco,loopring,0.0
irisnet,loopring,0.0
whitecoin,loopring,0.0
aergo,loopring,0.0
bytom,loopring,0.0
storj,loopring,0.0
meta,loopring,0.0
moviebloc,loopring,0.0
wanchain,loopring,0.0
mainframe,loopring,0.0
dero,loopring,0.0
cortex,loopring,0.0
telos-blockchain-network,loopring,0.0
verge,loopring,0.0
utrust,loopring,0.0
uquid-coin,loopring,0.0
revain,loopring,0.0
thundercore,loopring,0.0
loom-network,loopring,0.0
lto-network,loopring,0.0
gas,loopring,0.0
electroneum,loopring,0.0
hyperion,loopring,0.0
measurable-data-token,loopring,0.0
ethlend,loopring,0.0
lition,loopring,0.0
mossland,loopring,0.0
gifto,loopring,0.0
stox,loopring,0.0
chronobank,loopring,0.0
sonm,loopring,0.0
bitmax-token,loopring,0.0
travala,loopring,0.0
komodo,loopring,0.0
steem-dollars,loopring,0.0
melon,loopring,0.0
bluzelle,loopring,0.0
groestlcoin,loopring,0.0
tomochain,loopring,0.0
bitcoin-diamond,loopring,0.0
monacoin,loopring,0.0
bitshares,loopring,0.0
tpt,loopring,0.0
refereum,loopring,0.0
v-id,loopring,0.0
aeternity,loopring,0.0
streamr-datacoin,loopring,0.0
pivx,loopring,0.0
neblio,loopring,0.0
bitcoin,xinfin-network,0.0
ethereum,xinfin-network,0.0
tether,xinfin-network,0.0
binance-coin,xinfin-network,0.0
usd-coin,xinfin-network,0.0
ripple,xinfin-network,0.0
okb,xinfin-network,0.0
cardano,xinfin-network,0.0
dogecoin,xinfin-network,0.0
matic-network,xinfin-network,0.0
litecoin,xinfin-network,0.0
tron,xinfin-network,0.0
wrapped-bitcoin,xinfin-network,0.0
dai,xinfin-network,0.0
phx,xinfin-network,0.0
cosmos,xinfin-network,0.0
chainlink,xinfin-network,0.0
unus-sed-leo,xinfin-network,0.0
ethereum-classic,xinfin-network,0.0
monero,xinfin-network,0.0
bitcoin-cash,xinfin-network,0.0
stellar,xinfin-network,0.0
qnt,xinfin-network,0.0
cro,xinfin-network,0.0
vet,xinfin-network,0.0
dfn,xinfin-network,0.0
eos,xinfin-network,0.0
decentraland,xinfin-network,0.0
fantom,xinfin-network,0.0
tezos,xinfin-network,0.0
theta-token,xinfin-network,0.0
blockstack,xinfin-network,0.0
maker,xinfin-network,0.0
neo,xinfin-network,0.0
kucoin-shares,xinfin-network,0.0
huobi-token,xinfin-network,0.0
havven,xinfin-network,0.0
trueusd,xinfin-network,0.0
bitcoin-cash-sv,xinfin-network,0.0
dash,xinfin-network,0.0
gatechain,xinfin-network,0.0
gusd,xinfin-network,0.0
moonx,xinfin-network,0.0
cotrader,xinfin-network,0.0
zcash,xinfin-network,0.0
enjin-coin,xinfin-network,0.0
zilliqa,xinfin-network,0.0
loopring,xinfin-network,0.0
basic-attention-token,xinfin-network,0.0
nem,xinfin-network,0.0
nexo,xinfin-network,0.0
holo,xinfin-network,0.0
decred,xinfin-network,0.0
thetafuel,xinfin-network,0.0
qtum,xinfin-network,0.0
ravencoin,xinfin-network,0.0
bitcoin-gold,xinfin-network,0.0
fetch-ai,xinfin-network,0.0
ankr-network,xinfin-network,0.0
blox,xinfin-network,0.0
gnosis-gno,xinfin-network,0.0
iostoken,xinfin-network,0.0
golem-network-tokens,xinfin-network,0.0
iotex,xinfin-network,0.0
waves,xinfin-network,0.0
eur-tether,xinfin-network,0.0
omisego,xinfin-network,0.0
0x,xinfin-network,0.0
icon,xinfin-network,0.0
siacoin,xinfin-network,0.0
zelcash,xinfin-network,0.0
ontology,xinfin-network,0.0
swissborg,xinfin-network,0.0
mxtoken,xinfin-network,0.0
reserve-protocol,xinfin-network,0.0
bora-ecosystem,xinfin-network,0.0
telcoin,xinfin-network,0.0
ocean-protocol,xinfin-network,0.0
celsius,xinfin-network,0.0
polymath-network,xinfin-network,0.0
wax,xinfin-network,0.0
digibyte,xinfin-network,0.0
livepeer,xinfin-network,0.0
lisk,xinfin-network,0.0
rif,xinfin-network,0.0
zencash,xinfin-network,0.0
aelf,xinfin-network,0.0
stasis-eurs,xinfin-network,0.0
rlc,xinfin-network,0.0
constellation,xinfin-network,0.0
origintrail,xinfin-network,0.0
coinextoken,xinfin-network,0.0
republic-protocol,xinfin-network,0.0
syscoin,xinfin-network,0.0
numeraire,xinfin-network,0.0
nano,xinfin-network,0.0
ethos,xinfin-network,0.0
function-x,xinfin-network,0.0
medibloc,xinfin-network,0.0
dent,xinfin-network,0.0
status,xinfin-network,0.0
celer-network,xinfin-network,0.0
ergo,xinfin-network,0.0
mass-vehicle-ledger,xinfin-network,0.0
aragon,xinfin-network,0.0
ontology-gas,xinfin-network,0.0
orbs,xinfin-network,0.0
humanscape,xinfin-network,0.0
ardor,xinfin-network,0.0
steem,xinfin-network,0.0
civic,xinfin-network,0.0
mir,xinfin-network,0.0
everipedia,xinfin-network,0.0
zeon,xinfin-network,0.0
vethor-token,xinfin-network,0.0
ceek-vr,xinfin-network,0.0
power-ledger,xinfin-network,0.0
stratis,xinfin-network,0.0
abbc-foundation,xinfin-network,0.0
request-network,xinfin-network,0.0
xyo-network,xinfin-network,0.0
rsk,xinfin-network,0.0
metal,xinfin-network,0.0
covalent,xinfin-network,0.0
gxchain,xinfin-network,0.0
bancor,xinfin-network,0.0
funfair,xinfin-network,0.0
quarkchain,xinfin-network,0.0
morpheus-network,xinfin-network,0.0
nkn,xinfin-network,0.0
kyber-network,xinfin-network,0.0
storm,xinfin-network,0.0
veritaseum,xinfin-network,0.0
maidsafecoin,xinfin-network,0.0
augur,xinfin-network,0.0
selfkey,xinfin-network,0.0
hxro,xinfin-network,0.0
ark,xinfin-network,0.0
mxc,xinfin-network,0.0
monaco,xinfin-network,0.0
irisnet,xinfin-network,0.0
whitecoin,xinfin-network,0.0
aergo,xinfin-network,0.0
bytom,xinfin-network,0.0
storj,xinfin-network,0.0
meta,xinfin-network,0.0
moviebloc,xinfin-network,0.0
wanchain,xinfin-network,0.0
mainframe,xinfin-network,0.0
dero,xinfin-network,0.0
cortex,xinfin-network,0.0
telos-blockchain-network,xinfin-network,0.0
verge,xinfin-network,0.0
utrust,xinfin-network,0.0
uquid-coin,xinfin-network,0.0
revain,xinfin-network,0.0
thundercore,xinfin-network,0.0
loom-network,xinfin-network,0.0
lto-network,xinfin-network,0.0
gas,xinfin-network,0.0
electroneum,xinfin-network,0.0
hyperion,xinfin-network,0.0
measurable-data-token,xinfin-network,0.0
ethlend,xinfin-network,0.0
lition,xinfin-network,0.0
mossland,xinfin-network,0.0
gifto,xinfin-network,0.0
stox,xinfin-network,0.0
chronobank,xinfin-network,0.0
sonm,xinfin-network,0.0
bitmax-token,xinfin-network,0.0
travala,xinfin-network,0.0
komodo,xinfin-network,0.0
steem-dollars,xinfin-network,0.0
melon,xinfin-network,0.0
bluzelle,xinfin-network,0.0
groestlcoin,xinfin-network,0.0
tomochain,xinfin-network,0.0
bitcoin-diamond,xinfin-network,0.0
monacoin,xinfin-network,0.0
bitshares,xinfin-network,0.0
tpt,xinfin-network,0.0
refereum,xinfin-network,0.0
v-id,xinfin-network,0.0
aeternity,xinfin-network,0.0
streamr-datacoin,xinfin-network,0.0
pivx,xinfin-network,0.0
neblio,xinfin-network,0.0
bitcoin,basic-attention-token,0.0
ethereum,basic-attention-token,0.0
tether,basic-attention-token,0.0
binance-coin,basic-attention-token,0.0
usd-coin,basic-attention-token,0.0
ripple,basic-attention-token,0.0
okb,basic-attention-token,0.0
cardano,basic-attention-token,0.0
dogecoin,basic-attention-token,0.0
matic-network,basic-attention-token,0.0
litecoin,basic-attention-token,0.0
tron,basic-attention-token,0.0
wrapped-bitcoin,basic-attention-token,0.0
dai,basic-attention-token,0.0
phx,basic-attention-token,0.0
cosmos,basic-attention-token,0.0
chainlink,basic-attention-token,0.0
unus-sed-leo,basic-attention-token,0.0
ethereum-classic,basic-attention-token,0.0
monero,basic-attention-token,0.0
bitcoin-cash,basic-attention-token,0.0
stellar,basic-attention-token,0.0
qnt,basic-attention-token,0.0
cro,basic-attention-token,0.0
vet,basic-attention-token,0.0
dfn,basic-attention-token,0.0
eos,basic-attention-token,0.0
decentraland,basic-attention-token,0.0
fantom,basic-attention-token,0.0
tezos,basic-attention-token,0.0
theta-token,basic-attention-token,0.0
blockstack,basic-attention-token,0.0
maker,basic-attention-token,0.0
neo,basic-attention-token,0.0
kucoin-shares,basic-attention-token,0.0
huobi-token,basic-attention-token,0.0
havven,basic-attention-token,0.0
trueusd,basic-attention-token,0.0
bitcoin-cash-sv,basic-attention-token,0.0
dash,basic-attention-token,0.0
gatechain,basic-attention-token,0.0
gusd,basic-attention-token,1.349973356251778
moonx,basic-attention-token,0.0
cotrader,basic-attention-token,0.0
zcash,basic-attention-token,0.0
enjin-coin,basic-attention-token,0.0
zilliqa,basic-attention-token,0.0
loopring,basic-attention-token,0.0
xinfin-network,basic-attention-token,0.0
nem,basic-attention-token,0.0
nexo,basic-attention-token,0.0
holo,basic-attention-token,0.0
decred,basic-attention-token,0.0
thetafuel,basic-attention-token,0.0
qtum,basic-attention-token,0.0
ravencoin,basic-attention-token,0.0
bitcoin-gold,basic-attention-token,0.0
fetch-ai,basic-attention-token,0.0
ankr-network,basic-attention-token,0.0
blox,basic-attention-token,0.0
gnosis-gno,basic-attention-token,0.0
iostoken,basic-attention-token,0.0
golem-network-tokens,basic-attention-token,0.0
iotex,basic-attention-token,0.0
waves,basic-attention-token,0.0
eur-tether,basic-attention-token,0.0
omisego,basic-attention-token,0.0
0x,basic-attention-token,0.0
icon,basic-attention-token,0.0
siacoin,basic-attention-token,0.0
zelcash,basic-attention-token,0.0
ontology,basic-attention-token,0.0
swissborg,basic-attention-token,0.0
mxtoken,basic-attention-token,0.0
reserve-protocol,basic-attention-token,0.0
bora-ecosystem,basic-attention-token,0.0
telcoin,basic-attention-token,0.0
ocean-protocol,basic-attention-token,0.0
celsius,basic-attention-token,0.0
polymath-network,basic-attention-token,0.0
wax,basic-attention-token,0.0
digibyte,basic-attention-token,0.0
livepeer,basic-attention-token,0.0
lisk,basic-attention-token,0.0
rif,basic-attention-token,0.0
zencash,basic-attention-token,0.0
aelf,basic-attention-token,0.0
stasis-eurs,basic-attention-token,0.0
rlc,basic-attention-token,0.0
constellation,basic-attention-token,0.0
origintrail,basic-attention-token,0.0
coinextoken,basic-attention-token,0.0
republic-protocol,basic-attention-token,0.0
syscoin,basic-attention-token,0.0
numeraire,basic-attention-token,0.0
nano,basic-attention-token,0.0
ethos,basic-attention-token,0.0
function-x,basic-attention-token,0.0
medibloc,basic-attention-token,0.0
dent,basic-attention-token,0.0
status,basic-attention-token,0.0
celer-network,basic-attention-token,0.0
ergo,basic-attention-token,0.0
mass-vehicle-ledger,basic-attention-token,0.0
aragon,basic-attention-token,0.0
ontology-gas,basic-attention-token,0.0
orbs,basic-attention-token,0.0
humanscape,basic-attention-token,0.0
ardor,basic-attention-token,0.0
steem,basic-attention-token,0.0
civic,basic-attention-token,0.0
mir,basic-attention-token,0.0
everipedia,basic-attention-token,0.0
zeon,basic-attention-token,0.0
vethor-token,basic-attention-token,0.0
ceek-vr,basic-attention-token,0.0
power-ledger,basic-attention-token,0.0
stratis,basic-attention-token,0.0
abbc-foundation,basic-attention-token,0.0
request-network,basic-attention-token,0.0
xyo-network,basic-attention-token,0.0
rsk,basic-attention-token,0.0
metal,basic-attention-token,0.0
covalent,basic-attention-token,0.0
gxchain,basic-attention-token,0.0
bancor,basic-attention-token,0.0
funfair,basic-attention-token,0.0
quarkchain,basic-attention-token,0.0
morpheus-network,basic-attention-token,0.0
nkn,basic-attention-token,0.0
kyber-network,basic-attention-token,0.0
storm,basic-attention-token,0.0
veritaseum,basic-attention-token,0.0
maidsafecoin,basic-attention-token,0.0
augur,basic-attention-token,0.0
selfkey,basic-attention-token,0.0
hxro,basic-attention-token,0.0
ark,basic-attention-token,0.0
mxc,basic-attention-token,0.0
monaco,basic-attention-token,0.0
irisnet,basic-attention-token,0.0
whitecoin,basic-attention-token,0.0
aergo,basic-attention-token,0.0
bytom,basic-attention-token,0.0
storj,basic-attention-token,0.0
meta,basic-attention-token,0.0
moviebloc,basic-attention-token,0.0
wanchain,basic-attention-token,0.0
mainframe,basic-attention-token,0.0
dero,basic-attention-token,0.0
cortex,basic-attention-token,0.0
telos-blockchain-network,basic-attention-token,0.0
verge,basic-attention-token,0.0
utrust,basic-attention-token,0.0
uquid-coin,basic-attention-token,0.0
revain,basic-attention-token,0.0
thundercore,basic-attention-token,0.0
loom-network,basic-attention-token,0.0
lto-network,basic-attention-token,0.0
gas,basic-attention-token,0.0
electroneum,basic-attention-token,0.0
hyperion,basic-attention-token,0.0
measurable-data-token,basic-attention-token,0.0
ethlend,basic-attention-token,0.0
lition,basic-attention-token,0.0
mossland,basic-attention-token,0.0
gifto,basic-attention-token,0.0
stox,basic-attention-token,0.0
chronobank,basic-attention-token,0.0
sonm,basic-attention-token,0.0
bitmax-token,basic-attention-token,0.0
travala,basic-attention-token,0.0
komodo,basic-attention-token,0.0
steem-dollars,basic-attention-token,0.0
melon,basic-attention-token,0.0
bluzelle,basic-attention-token,0.0
groestlcoin,basic-attention-token,0.0
tomochain,basic-attention-token,0.0
bitcoin-diamond,basic-attention-token,0.0
monacoin,basic-attention-token,0.0
bitshares,basic-attention-token,0.0
tpt,basic-attention-token,0.0
refereum,basic-attention-token,0.0
v-id,basic-attention-token,0.0
aeternity,basic-attention-token,0.0
streamr-datacoin,basic-attention-token,0.0
pivx,basic-attention-token,0.0
neblio,basic-attention-token,0.0
bitcoin,nem,0.0
ethereum,nem,0.0
tether,nem,0.0
binance-coin,nem,0.0
usd-coin,nem,0.0
ripple,nem,0.0
okb,nem,0.0
cardano,nem,0.0
dogecoin,nem,0.0
matic-network,nem,0.0
litecoin,nem,0.0
tron,nem,0.0
wrapped-bitcoin,nem,0.0
dai,nem,0.0
phx,nem,0.0
cosmos,nem,0.0
chainlink,nem,0.0
unus-sed-leo,nem,0.0
ethereum-classic,nem,0.0
monero,nem,0.0
bitcoin-cash,nem,0.0
stellar,nem,0.0
qnt,nem,0.0
cro,nem,0.0
vet,nem,0.0
dfn,nem,0.0
eos,nem,0.0
decentraland,nem,0.0
fantom,nem,0.0
tezos,nem,0.0
theta-token,nem,0.0
blockstack,nem,0.0
maker,nem,0.0
neo,nem,0.0
kucoin-shares,nem,0.0
huobi-token,nem,0.0
havven,nem,0.0
trueusd,nem,0.0
bitcoin-cash-sv,nem,0.0
dash,nem,0.0
gatechain,nem,0.0
gusd,nem,0.0
moonx,nem,0.0
cotrader,nem,0.0
zcash,nem,0.0
enjin-coin,nem,0.0
zilliqa,nem,0.0
loopring,nem,0.0
xinfin-network,nem,0.0
basic-attention-token,nem,0.0
nexo,nem,0.0
holo,nem,0.0
decred,nem,0.0
thetafuel,nem,0.0
qtum,nem,0.0
ravencoin,nem,0.0
bitcoin-gold,nem,0.0
fetch-ai,nem,0.0
ankr-network,nem,0.0
blox,nem,0.0
gnosis-gno,nem,0.0
iostoken,nem,0.0
golem-network-tokens,nem,0.0
iotex,nem,0.0
waves,nem,0.0
eur-tether,nem,0.0
omisego,nem,0.0
0x,nem,0.0
icon,nem,0.0
siacoin,nem,0.0
zelcash,nem,0.0
ontology,nem,0.0
swissborg,nem,0.0
mxtoken,nem,0.0
reserve-protocol,nem,0.0
bora-ecosystem,nem,0.0
telcoin,nem,0.0
ocean-protocol,nem,0.0
celsius,nem,0.0
polymath-network,nem,0.0
wax,nem,0.0
digibyte,nem,0.0
livepeer,nem,0.0
lisk,nem,0.0
rif,nem,0.0
zencash,nem,0.0
aelf,nem,0.0
stasis-eurs,nem,0.0
rlc,nem,0.0
constellation,nem,0.0
origintrail,nem,0.0
coinextoken,nem,0.0
republic-protocol,nem,0.0
syscoin,nem,0.0
numeraire,nem,0.0
nano,nem,0.0
ethos,nem,0.0
function-x,nem,0.0
medibloc,nem,0.0
dent,nem,0.0
status,nem,0.0
celer-network,nem,0.0
ergo,nem,0.0
mass-vehicle-ledger,nem,0.0
aragon,nem,0.0
ontology-gas,nem,0.0
orbs,nem,0.0
humanscape,nem,0.0
ardor,nem,0.0
steem,nem,0.0
civic,nem,0.0
mir,nem,0.0
everipedia,nem,0.0
zeon,nem,0.0
vethor-token,nem,0.0
ceek-vr,nem,0.0
power-ledger,nem,0.0
stratis,nem,0.0
abbc-foundation,nem,0.0
request-network,nem,0.0
xyo-network,nem,0.0
rsk,nem,0.0
metal,nem,0.0
covalent,nem,0.0
gxchain,nem,0.0
bancor,nem,0.0
funfair,nem,0.0
quarkchain,nem,0.0
morpheus-network,nem,0.0
nkn,nem,0.0
kyber-network,nem,0.0
storm,nem,0.0
veritaseum,nem,0.0
maidsafecoin,nem,0.0
augur,nem,0.0
selfkey,nem,0.0
hxro,nem,0.0
ark,nem,0.0
mxc,nem,0.0
monaco,nem,0.0
irisnet,nem,0.0
whitecoin,nem,0.0
aergo,nem,0.0
bytom,nem,0.0
storj,nem,0.0
meta,nem,0.0
moviebloc,nem,0.0
wanchain,nem,0.0
mainframe,nem,0.0
dero,nem,0.0
cortex,nem,0.0
telos-blockchain-network,nem,0.0
verge,nem,0.0
utrust,nem,0.0
uquid-coin,nem,0.0
revain,nem,0.0
thundercore,nem,0.0
loom-network,nem,0.0
lto-network,nem,0.0
gas,nem,0.0
electroneum,nem,0.0
hyperion,nem,0.0
measurable-data-token,nem,0.0
ethlend,nem,0.0
lition,nem,0.0
mossland,nem,0.0
gifto,nem,0.0
stox,nem,0.0
chronobank,nem,0.0
sonm,nem,0.0
bitmax-token,nem,0.0
travala,nem,0.0
komodo,nem,0.0
steem-dollars,nem,0.0
melon,nem,0.0
bluzelle,nem,0.0
groestlcoin,nem,0.0
tomochain,nem,0.0
bitcoin-diamond,nem,0.0
monacoin,nem,0.0
bitshares,nem,0.0
tpt,nem,0.0
refereum,nem,0.0
v-id,nem,0.0
aeternity,nem,0.0
streamr-datacoin,nem,0.0
pivx,nem,0.0
neblio,nem,0.0
bitcoin,nexo,0.0
ethereum,nexo,0.7803551517331467
tether,nexo,0.0
binance-coin,nexo,0.0
usd-coin,nexo,0.0
ripple,nexo,0.0
okb,nexo,0.0
cardano,nexo,0.0
dogecoin,nexo,0.0
matic-network,nexo,0.0
litecoin,nexo,0.0
tron,nexo,0.0
wrapped-bitcoin,nexo,0.0
dai,nexo,0.0
phx,nexo,0.0
cosmos,nexo,0.0
chainlink,nexo,0.0
unus-sed-leo,nexo,0.0
ethereum-classic,nexo,0.0
monero,nexo,0.0
bitcoin-cash,nexo,0.0
stellar,nexo,0.0
qnt,nexo,0.0
cro,nexo,0.0
vet,nexo,0.0
dfn,nexo,0.0
eos,nexo,0.0
decentraland,nexo,0.0
fantom,nexo,0.0
tezos,nexo,0.0
theta-token,nexo,0.0
blockstack,nexo,0.0
maker,nexo,0.0
neo,nexo,0.0
kucoin-shares,nexo,0.0
huobi-token,nexo,0.0
havven,nexo,0.0
trueusd,nexo,0.0
bitcoin-cash-sv,nexo,0.0
dash,nexo,0.0
gatechain,nexo,0.0
gusd,nexo,0.0
moonx,nexo,0.0
cotrader,nexo,0.0
